	T89-1	T89-2	250-5	250-8	250-13
Potri.006G235400.0	225	334	230	138	337
Potri.006G235500.0	20	18	14	10	25
Potri.006G235600.0	0	0	0	0	0
Potri.006G235700.0	22	23	16	6	26
Potri.006G235800.0	67	82	57	37	98
Potri.006G235900.0	0	0	0	0	0
Potri.006G236000.0	1	0	0	1	0
Potri.006G236100.0	0	0	0	0	0
Potri.006G236200.0	82	8	4	5	8
Potri.006G236300.0	0	0	0	0	0
Potri.006G236400.0	36	38	38	22	32
Potri.006G236500.0	27	20	19	22	19
Potri.006G236600.0	179	259	168	92	247
Potri.006G236700.0	44	28	15	9	19
Potri.006G236800.0	18	17	10	10	13
Potri.006G236900.0	0	1	0	0	0
Potri.006G237000.0	3	8	2	4	6
Potri.006G237100.0	219	344	103	102	326
Potri.006G237200.0	39	41	12	8	26
Potri.006G237300.0	0	0	0	0	0
Potri.006G237400.0	62	66	20	12	58
Potri.006G237500.0	399	526	325	210	458
Potri.006G237600.0	168	216	96	69	164
Potri.006G237700.0	35	44	34	20	27
Potri.006G237800.0	18	17	7	4	10
Potri.006G237900.0	40	43	24	18	62
Potri.006G238000.0	1	0	0	0	0
Potri.006G238100.0	0	0	0	0	0
Potri.006G238200.0	307	463	268	180	364
Potri.006G238300.0	26	39	15	19	35
Potri.006G238400.0	13	12	9	10	11
Potri.006G238500.0	72	250	12	12	21
Potri.006G238600.0	0	0	0	0	1
Potri.006G238700.0	0	0	0	0	0
Potri.006G238800.0	34	62	31	21	47
Potri.006G238900.0	7	15	9	8	28
Potri.006G239000.0	228	339	152	89	198
Potri.006G239100.0	0	1	1	1	0
Potri.006G239200.0	0	0	0	0	0
Potri.006G239300.0	0	0	0	0	0
Potri.006G239400.0	0	0	0	0	0
Potri.006G239500.0	0	0	0	1	1
Potri.006G239600.0	0	0	0	0	0
Potri.006G239700.0	264	365	87	65	183
Potri.006G239800.0	6	4	2	0	4
Potri.006G239900.0	236	271	178	122	250
Potri.006G240000.0	0	1	0	0	1
Potri.006G240100.0	1	7	0	2	6
Potri.006G240200.0	168	273	109	75	148
Potri.006G240300.0	229	264	158	94	222
Potri.006G240400.0	2	7	4	1	5
Potri.006G240500.0	30	36	29	10	37
Potri.006G240600.0	118	160	69	50	73
Potri.006G240700.0	0	0	0	0	0
Potri.006G240800.0	0	0	0	0	0
Potri.006G240900.0	166	207	118	84	164
Potri.006G241000.0	193	227	185	89	179
Potri.006G241100.0	16	17	10	6	17
Potri.006G241200.0	40	35	32	15	40
Potri.006G241300.0	180	171	102	76	156
Potri.006G241400.0	2	6	1	1	4
Potri.006G241500.0	17	23	15	15	20
Potri.006G241600.0	745	636	559	332	636
Potri.006G241700.0	47	99	33	29	60
Potri.006G241800.0	159	98	70	39	105
Potri.006G241900.0	105	128	67	45	82
Potri.006G242000.0	246	283	132	95	204
Potri.006G242100.0	32	13	38	11	8
Potri.006G242200.0	0	5	3	0	3
Potri.006G242300.0	8	6	3	6	7
Potri.006G242400.0	5	10	3	8	7
Potri.006G242500.0	23	51	20	13	19
Potri.006G242600.0	0	1	0	0	0
Potri.006G242700.0	0	0	0	0	0
Potri.006G242800.0	0	6	5	0	7
Potri.006G242900.0	2	1	0	0	0
Potri.006G243000.0	16	13	10	7	22
Potri.006G243100.0	404	503	295	204	376
Potri.006G243200.0	5	5	2	1	6
Potri.006G243300.0	179	183	93	99	148
Potri.006G243400.0	21	34	4	1	13
Potri.006G243500.0	0	1	0	0	0
Potri.006G243600.0	0	1	5	0	0
Potri.006G243700.0	0	0	2	0	0
Potri.006G243800.0	0	0	0	0	0
Potri.006G243900.0	0	0	0	0	0
Potri.006G244000.0	22	33	10	9	18
Potri.006G244100.0	27	38	18	7	35
Potri.006G244200.0	0	0	0	0	0
Potri.006G244300.0	109	163	87	88	243
Potri.006G244400.0	91	131	96	59	146
Potri.006G244500.0	0	1	2	0	0
Potri.006G244600.0	0	0	0	0	2
Potri.006G244700.0	12	9	19	4	10
Potri.006G244800.0	3	3	3	6	10
Potri.006G244900.0	320	523	357	178	478
Potri.006G245000.0	0	0	0	0	0
Potri.006G245100.0	1	5	3	2	2
Potri.006G245200.0	225	289	111	90	187
Potri.006G245300.0	1	1	6	0	2
Potri.006G245400.0	165	239	198	171	302
Potri.006G245500.0	104	144	119	105	205
Potri.006G245600.0	5	4	5	1	1
Potri.006G245700.0	6	15	6	7	19
Potri.006G245800.0	65	108	64	31	89
Potri.006G245900.0	20	13	21	10	20
Potri.006G246000.0	125	176	100	45	128
Potri.006G246100.0	1	0	0	1	4
Potri.006G246200.0	129	182	131	68	176
Potri.006G246300.0	317	395	205	155	294
Potri.006G246400.0	0	0	0	0	0
Potri.006G246500.0	12	20	7	4	20
Potri.006G246600.0	291	392	199	144	310
Potri.006G246700.0	4	14	3	8	13
Potri.006G246800.0	152	212	171	91	217
Potri.006G246900.0	1	1	2	2	2
Potri.006G247000.0	210	297	176	118	225
Potri.006G247100.0	253	343	183	138	273
Potri.006G247200.0	1	2	2	0	1
Potri.006G247300.0	9	15	5	3	17
Potri.006G247400.0	36	57	29	17	54
Potri.006G247500.0	123	108	61	46	114
Potri.006G247600.0	6	16	7	3	13
Potri.006G247700.0	0	0	0	0	0
Potri.006G247800.0	0	0	0	0	0
Potri.006G247900.0	91	102	52	29	103
Potri.006G248000.0	0	0	1	0	0
Potri.006G248100.0	236	309	232	163	347
Potri.006G248200.0	0	1	0	0	2
Potri.006G248300.0	1	3	0	0	0
Potri.006G248400.0	9	14	16	10	18
Potri.006G248500.0	14	23	11	6	11
Potri.006G248600.0	0	0	0	0	0
Potri.006G248700.0	511	720	346	311	516
Potri.006G248800.0	0	0	0	0	0
Potri.006G248900.0	25	22	16	16	34
Potri.006G249000.0	34	33	19	10	33
Potri.006G249100.0	43	43	25	15	55
Potri.006G249200.0	137	165	86	81	135
Potri.006G249300.0	117	111	66	42	102
Potri.006G249400.0	81	70	48	15	84
Potri.006G249500.0	0	2	1	0	0
Potri.006G249600.0	242	275	130	145	236
Potri.006G249700.0	51	59	54	18	89
Potri.006G249800.0	0	0	0	0	0
Potri.006G249900.0	4	4	0	1	2
Potri.006G250000.0	310	381	222	177	365
Potri.006G250100.0	0	0	0	0	0
Potri.006G250200.0	1	1	0	0	1
Potri.006G250300.0	516	568	298	242	455
Potri.006G250400.0	512	568	284	254	506
Potri.006G250500.0	0	0	0	0	0
Potri.006G250600.0	24	24	10	10	19
Potri.006G250700.0	25	38	21	11	41
Potri.006G250800.0	13	10	11	8	22
Potri.006G250900.0	156	218	143	70	172
Potri.006G251000.0	0	1	0	0	0
Potri.006G251100.0	106	106	64	42	118
Potri.006G251200.0	4	8	7	0	1
Potri.006G251300.0	1	1	1	1	1
Potri.006G251400.0	0	3	3	1	3
Potri.006G251500.0	1	0	0	0	0
Potri.006G251600.0	83	122	75	40	96
Potri.006G251700.0	11	14	14	13	27
Potri.006G251800.0	9	9	35	19	45
Potri.006G251900.0	428	606	438	317	630
Potri.006G252000.0	52	50	28	27	59
Potri.006G252100.0	306	386	221	123	318
Potri.006G252200.0	0	1	0	0	0
Potri.006G252300.0	81	127	62	48	112
Potri.006G252400.0	3	3	0	0	3
Potri.006G252500.0	601	766	466	323	642
Potri.006G252600.0	0	1	0	0	0
Potri.006G252700.0	1	1	0	0	0
Potri.006G252800.0	0	2	0	0	1
Potri.006G252900.0	0	0	0	0	0
Potri.006G253000.0	0	0	0	0	0
Potri.006G253100.0	283	371	191	162	363
Potri.006G253200.0	0	0	0	0	0
Potri.006G253300.0	0	0	0	0	0
Potri.006G253400.0	102	86	46	31	78
Potri.006G253500.0	340	413	262	176	419
Potri.006G253600.0	778	813	170	307	477
Potri.006G253700.0	0	0	1	2	1
Potri.006G253800.0	4	13	25	48	61
Potri.006G253900.0	0	0	1	0	0
Potri.006G254000.0	101	139	50	59	126
Potri.006G254100.0	532	698	465	361	856
Potri.006G254200.0	93	127	113	62	167
Potri.006G254300.0	7	2	8	5	22
Potri.006G254400.0	683	863	500	275	770
Potri.006G254500.0	0	2	5	0	5
Potri.006G254600.0	0	0	0	0	0
Potri.006G254700.0	15	9	17	9	23
Potri.006G254800.0	0	0	0	0	0
Potri.006G254900.0	86	93	66	52	104
Potri.006G255000.0	526	577	409	280	527
Potri.006G255100.0	11	15	3	8	14
Potri.006G255200.0	344	360	110	94	259
Potri.006G255300.0	1	3	0	1	1
Potri.006G255400.0	58	73	45	30	67
Potri.006G255500.0	15	12	12	4	20
Potri.006G255600.0	69	77	64	25	107
Potri.006G255700.0	145	209	100	68	165
Potri.006G255800.0	25	31	11	13	27
Potri.006G255900.0	44	35	49	42	73
Potri.006G256000.0	88	96	48	43	74
Potri.006G256100.0	0	0	0	0	0
Potri.006G256200.0	98	114	56	43	101
Potri.006G256300.0	19	28	17	15	27
Potri.006G256400.0	199	231	126	73	191
Potri.006G256500.0	0	0	0	0	0
Potri.006G256600.0	0	1	0	0	1
Potri.006G256700.0	0	0	1	1	0
Potri.006G256800.0	0	0	0	0	0
Potri.006G256900.0	0	0	0	0	0
Potri.006G257000.0	90	159	74	49	112
Potri.006G257100.0	177	186	108	73	143
Potri.006G257200.0	117	188	106	70	122
Potri.006G257300.0	5	12	7	4	23
Potri.006G257400.0	49	48	30	14	42
Potri.006G257500.0	0	0	0	0	0
Potri.006G257600.0	0	0	0	0	0
Potri.006G257700.0	61	62	33	22	52
Potri.006G257800.0	17	11	3	3	11
Potri.006G257900.0	123	154	106	35	151
Potri.006G258000.0	0	0	0	0	0
Potri.006G258100.0	41	44	52	28	83
Potri.006G258200.0	14	20	12	11	21
Potri.006G258300.0	123	135	80	50	127
Potri.006G258400.0	0	0	0	0	1
Potri.006G258500.0	1	0	0	0	0
Potri.006G258600.0	162	143	103	80	128
Potri.006G258700.0	1	8	3	3	8
Potri.006G258800.0	464	573	317	195	501
Potri.006G258900.0	50	17	19	22	33
Potri.006G259000.0	0	0	0	0	0
Potri.006G259100.0	0	0	0	0	0
Potri.006G259200.0	13	9	1	0	3
Potri.006G259300.0	17	43	11	16	22
Potri.006G259400.0	343	408	398	234	477
Potri.006G259500.0	321	494	296	166	396
Potri.006G259600.0	67	73	46	31	69
Potri.006G259700.0	39	38	27	19	50
Potri.006G259800.0	1	2	3	2	3
Potri.006G259900.0	0	1	2	2	2
Potri.006G260000.0	432	648	389	288	470
Potri.006G260100.0	57	90	39	29	70
Potri.006G260200.0	57	45	22	11	31
Potri.006G260300.0	0	0	0	0	0
Potri.006G260400.0	0	0	0	0	0
Potri.006G260500.0	7	1	0	1	1
Potri.006G260600.0	0	0	0	0	0
Potri.006G260700.0	1	0	1	0	0
Potri.006G260800.0	0	1	1	0	2
Potri.006G260900.0	14	5	4	10	7
Potri.006G261000.0	0	0	0	0	0
Potri.006G261100.0	0	0	0	0	0
Potri.006G261200.0	3	7	0	0	3
Potri.006G261300.0	105	137	115	64	156
Potri.006G261400.0	0	0	0	0	0
Potri.006G261500.0	76	86	18	17	39
Potri.006G261600.0	0	0	0	0	0
Potri.006G261700.0	7	8	3	1	3
Potri.006G261800.0	0	0	0	0	0
Potri.006G261900.0	0	0	0	0	0
Potri.006G262000.0	0	0	0	0	0
Potri.006G262100.0	90	101	85	41	157
Potri.006G262200.0	246	394	225	130	344
Potri.006G262300.0	76	115	75	52	104
Potri.006G262400.0	0	0	1	0	0
Potri.006G262500.0	147	180	78	60	137
Potri.006G262600.0	2	2	2	0	4
Potri.006G262700.0	35	53	25	15	66
Potri.006G262800.0	0	0	0	0	0
Potri.006G262900.0	8	19	9	4	6
Potri.006G263000.0	598	882	413	254	551
Potri.006G263100.0	32	58	34	21	38
Potri.006G263200.0	276	418	214	148	250
Potri.006G263300.0	264	337	261	165	352
Potri.006G263400.0	63	71	52	33	66
Potri.006G263500.0	2234	2775	1026	862	1912
Potri.006G263600.0	9	3	2	5	6
Potri.006G263700.0	50	73	63	37	97
Potri.006G263800.0	7	4	0	1	3
Potri.006G263900.0	15	14	3	6	4
Potri.006G264000.0	21	19	10	12	23
Potri.006G264100.0	0	4	0	0	0
Potri.006G264200.0	10	16	9	5	26
Potri.006G264300.0	33	55	41	24	52
Potri.006G264400.0	0	0	0	0	0
Potri.006G264500.0	1305	1860	1374	878	1753
Potri.006G264600.0	20	20	12	8	20
Potri.006G264700.0	68	65	50	33	77
Potri.006G264800.0	17	20	40	16	55
Potri.006G264900.0	2	2	4	1	3
Potri.006G265000.0	0	0	0	0	0
Potri.006G265100.0	315	261	214	124	370
Potri.006G265200.0	0	0	0	0	1
Potri.006G265300.0	250	286	170	126	244
Potri.006G265400.0	36	36	26	23	44
Potri.006G265500.0	0	0	0	0	0
Potri.006G265600.0	156	203	126	84	178
Potri.006G265700.0	181	210	159	103	204
Potri.006G265800.0	27	40	5	7	8
Potri.006G265900.0	47	70	30	22	51
Potri.006G266000.0	3	6	7	0	5
Potri.006G266100.0	129	197	105	65	168
Potri.006G266200.0	1	0	0	0	0
Potri.006G266300.0	159	199	91	94	191
Potri.006G266400.0	17	7	8	3	15
Potri.006G266500.0	35	50	35	23	59
Potri.006G266600.0	1	1	0	1	4
Potri.006G266700.0	4	7	5	5	5
Potri.006G266800.0	21	33	19	15	24
Potri.006G266900.0	31	43	38	19	54
Potri.006G267000.0	0	0	0	0	0
Potri.006G267100.0	0	0	0	0	0
Potri.006G267200.0	0	0	0	0	0
Potri.006G267300.0	45	70	42	20	50
Potri.006G267400.0	0	0	0	0	0
Potri.006G267500.0	236	287	183	135	267
Potri.006G267600.0	139	152	94	65	140
Potri.006G267700.0	347	396	655	415	929
Potri.006G267800.0	43	44	29	27	59
Potri.006G267900.0	90	26	30	26	86
Potri.006G268000.0	10	6	8	1	11
Potri.006G268100.0	0	0	0	0	0
Potri.006G268200.0	0	0	0	0	0
Potri.006G268300.0	0	1	3	1	1
Potri.006G268400.0	0	0	0	0	0
Potri.006G268500.0	0	0	0	0	0
Potri.006G268600.0	0	0	0	0	0
Potri.006G268700.0	0	0	0	0	0
Potri.006G268800.0	0	0	0	1	1
Potri.006G268900.0	0	0	0	0	0
Potri.006G269000.0	5	4	1	1	2
Potri.006G269100.0	0	0	0	0	0
Potri.006G269200.0	0	0	0	0	0
Potri.006G269300.0	0	0	0	0	0
Potri.006G269400.0	0	0	0	0	0
Potri.006G269500.0	0	1	3	1	1
Potri.006G269600.0	0	0	0	0	0
Potri.006G269700.0	1	0	1	2	3
Potri.006G269800.0	0	0	0	0	0
Potri.006G269900.0	11	26	20	19	44
Potri.006G270000.0	3	4	1	3	5
Potri.006G270100.0	0	0	0	0	0
Potri.006G270200.0	0	0	1	0	1
Potri.006G270300.0	0	2	2	1	2
Potri.006G270400.0	0	0	0	0	0
Potri.006G270500.0	4	3	1	0	2
Potri.006G270600.0	100	144	79	57	150
Potri.006G270700.0	38	62	30	27	62
Potri.006G270800.0	2	8	6	1	10
Potri.006G270900.0	74	131	66	49	112
Potri.006G271000.0	25	27	15	16	39
Potri.006G271100.0	1	6	2	0	2
Potri.006G271200.0	7	6	8	7	5
Potri.006G271300.0	4	13	6	3	19
Potri.006G271400.0	12	19	7	2	14
Potri.006G271500.0	26	71	23	25	63
Potri.006G271600.0	4	9	7	7	3
Potri.006G271700.0	1	4	1	0	5
Potri.006G271800.0	8	9	4	2	2
Potri.006G271900.0	0	2	0	0	0
Potri.006G272000.0	0	0	1	0	1
Potri.006G272100.0	2	0	1	3	1
Potri.006G272200.0	20	41	17	16	23
Potri.006G272300.0	20	37	11	9	25
Potri.006G272400.0	66	78	60	30	69
Potri.006G272500.0	0	1	0	0	1
Potri.006G272600.0	0	0	0	0	0
Potri.006G272700.0	1	2	1	0	0
Potri.006G272800.0	0	0	0	0	0
Potri.006G272900.0	72	115	64	39	110
Potri.006G273000.0	0	0	0	2	1
Potri.006G273100.0	299	254	205	166	382
Potri.006G273200.0	0	0	0	0	0
Potri.006G273300.0	751	977	543	381	716
Potri.006G273400.0	3	8	1	1	2
Potri.006G273500.0	1	0	1	1	0
Potri.006G273600.0	1	3	3	0	3
Potri.006G273700.0	2	2	0	0	1
Potri.006G273800.0	0	0	0	0	1
Potri.006G273900.0	4	11	4	2	6
Potri.006G274000.0	1	7	3	2	4
Potri.006G274100.0	0	0	0	0	0
Potri.006G274200.0	0	0	0	0	0
Potri.006G274300.0	2	7	2	0	5
Potri.006G274400.0	3	5	2	2	0
Potri.006G274500.0	1	1	1	0	1
Potri.006G274600.0	0	0	0	0	0
Potri.006G274700.0	86	168	77	29	90
Potri.006G274800.0	28	41	32	15	56
Potri.006G274900.0	0	0	0	0	0
Potri.006G275000.0	357	500	305	165	474
Potri.006G275100.0	60	43	40	17	39
Potri.006G275200.0	57	84	66	32	80
Potri.006G275300.0	210	214	151	88	195
Potri.006G275400.0	95	134	56	37	104
Potri.006G275500.0	109	181	99	63	164
Potri.006G275600.0	58	50	39	19	79
Potri.006G275700.0	17	20	10	7	15
Potri.006G275800.0	3	14	8	3	4
Potri.006G275900.0	0	0	0	0	0
Potri.006G276000.0	0	0	0	0	0
Potri.006G276100.0	0	0	0	0	0
Potri.006G276200.0	5	8	8	5	8
Potri.006G276300.0	25	31	19	23	43
Potri.006G276400.0	41	51	85	38	112
Potri.006G276500.0	0	0	0	0	0
Potri.006G276600.0	11	19	16	8	21
Potri.006G276700.0	8	5	1	4	3
Potri.006G276800.0	1	3	0	2	0
Potri.006G276900.0	462	535	349	200	464
Potri.006G277000.0	0	0	1	0	0
Potri.006G277100.0	28	24	13	9	23
Potri.006G277200.0	28	43	24	21	39
Potri.006G277300.0	0	0	0	0	0
Potri.006G277400.0	0	0	2	0	2
Potri.006G277500.0	0	3	1	0	6
Potri.006G277600.0	1	2	2	1	1
Potri.006G277700.0	5	10	3	0	5
Potri.006G277800.0	35	31	12	17	25
Potri.006G277900.0	0	1	1	0	0
Potri.006G278000.0	363	224	41	36	96
Potri.006G278100.0	21	21	12	15	13
Potri.006G278200.0	5	4	2	0	8
Potri.006G278300.0	22	24	19	7	25
Potri.006G278400.0	24	15	12	10	28
Potri.006G278500.0	3	3	4	3	7
Potri.006G278600.0	0	0	0	0	0
Potri.006G278700.0	327	535	263	189	406
Potri.006G278800.0	2	4	2	1	5
Potri.006G278900.0	0	1	0	0	1
Potri.006G279000.0	31	21	12	14	28
Potri.006G279100.0	154	178	147	73	205
Potri.006G279200.0	0	0	0	0	0
Potri.006G279300.0	0	1	0	1	0
Potri.006G279400.0	44	52	20	20	55
Potri.006G279500.0	0	0	0	0	2
Potri.006G279600.0	428	456	257	190	386
Potri.006G279700.0	21	21	19	9	18
Potri.006G279800.0	65	71	52	27	65
Potri.006G279900.0	111	163	73	42	131
Potri.006G280000.0	327	410	232	168	370
Potri.006G280100.0	31	28	29	14	39
Potri.006G280200.0	188	198	165	66	194
Potri.006G280300.0	0	0	0	0	0
Potri.006G280400.0	0	0	0	0	0
Potri.006G280500.0	0	0	0	0	0
Potri.006G280600.0	8	3	4	2	2
Potri.006G280700.0	0	0	0	0	0
Potri.006G280800.0	17	23	6	9	12
Potri.006G280900.0	305	459	210	134	264
Potri.006G281000.0	0	0	0	0	0
Potri.006G281100.0	2	4	6	3	7
Potri.006G281200.0	298	348	158	100	217
Potri.006G281300.0	45	47	31	26	39
Potri.006G281400.0	88	93	84	48	85
Potri.007G000100.0	26	23	14	15	23
Potri.007G000200.0	60	42	22	12	47
Potri.007G000300.0	35	41	17	15	30
Potri.007G000400.0	17	12	13	8	27
Potri.007G000500.0	23	13	21	4	28
Potri.007G000600.0	179	165	135	78	166
Potri.007G000700.0	102	149	92	48	128
Potri.007G000800.0	0	0	0	0	0
Potri.007G000900.0	4	8	8	3	6
Potri.007G001000.0	100	170	34	25	40
Potri.007G001100.0	0	0	0	0	0
Potri.007G001200.0	279	195	158	184	360
Potri.007G001300.0	106	128	77	63	112
Potri.007G001400.0	1	0	0	0	0
Potri.007G001500.0	47	61	47	29	60
Potri.007G001600.0	0	0	0	0	0
Potri.007G001700.0	0	0	0	0	0
Potri.007G001800.0	12	7	5	3	4
Potri.007G001900.0	0	0	0	1	0
Potri.007G002000.0	0	0	0	0	0
Potri.007G002100.0	27	47	2	6	14
Potri.007G002200.0	53	78	33	28	65
Potri.007G002300.0	1	0	1	1	0
Potri.007G002400.0	0	0	0	0	1
Potri.007G002500.0	100	209	65	66	155
Potri.007G002600.0	2	9	8	8	9
Potri.007G002700.0	71	66	37	25	66
Potri.007G002800.0	234	347	187	148	297
Potri.007G002900.0	0	0	0	0	0
Potri.007G003000.0	0	1	1	0	4
Potri.007G003100.0	66	107	52	25	60
Potri.007G003200.0	353	683	168	92	189
Potri.007G003300.0	0	0	0	0	0
Potri.007G003400.0	277	390	306	173	392
Potri.007G003500.0	23	20	16	11	21
Potri.007G003600.0	5	9	4	2	16
Potri.007G003700.0	0	0	0	0	0
Potri.007G003800.0	2	5	3	1	1
Potri.007G003900.0	7	8	5	4	11
Potri.007G004000.0	1	1	0	0	0
Potri.007G004100.0	450	470	301	196	414
Potri.007G004200.0	4	5	1	2	3
Potri.007G004300.0	2	0	0	0	1
Potri.007G004400.0	6	5	4	0	5
Potri.007G004500.0	1	0	2	2	2
Potri.007G004600.0	401	434	268	180	374
Potri.007G004700.0	0	1	0	0	0
Potri.007G004800.0	0	0	0	0	0
Potri.007G004900.0	25	47	30	19	46
Potri.007G005000.0	42	42	21	20	40
Potri.007G005100.0	442	523	274	239	432
Potri.007G005200.0	4	2	0	3	5
Potri.007G005300.0	10	6	9	6	10
Potri.007G005400.0	1	1	1	1	2
Potri.007G005500.0	36	52	26	12	47
Potri.007G005600.0	104	127	66	36	81
Potri.007G005700.0	0	1	1	0	0
Potri.007G005800.0	3	4	0	0	1
Potri.007G005900.0	8	15	9	9	12
Potri.007G006000.0	2	2	6	3	9
Potri.007G006100.0	12	12	54	25	63
Potri.007G006200.0	0	0	0	0	0
Potri.007G006300.0	28	32	18	17	40
Potri.007G006400.0	132	143	93	57	110
Potri.007G006500.0	73	79	42	37	67
Potri.007G006600.0	24	20	11	13	19
Potri.007G006700.0	18	15	11	14	19
Potri.007G006800.0	4	12	0	1	3
Potri.007G006900.0	48	50	27	21	35
Potri.007G007000.0	147	199	70	49	96
Potri.007G007100.0	23	45	28	9	43
Potri.007G007200.0	0	0	0	0	0
Potri.007G007300.0	0	0	0	0	0
Potri.007G007400.0	3	8	3	4	4
Potri.007G007500.0	33	37	13	11	33
Potri.007G007600.0	99	234	117	60	139
Potri.007G007700.0	158	172	110	64	167
Potri.007G007800.0	0	1	0	0	0
Potri.007G007900.0	0	0	0	1	0
Potri.007G008000.0	190	154	91	62	138
Potri.007G008100.0	342	449	271	172	480
Potri.007G008200.0	350	376	285	178	553
Potri.007G008300.0	18	20	13	2	21
Potri.007G008400.0	0	0	0	2	3
Potri.007G008500.0	12	27	5	3	9
Potri.007G008600.0	1132	1245	794	462	1033
Potri.007G008700.0	161	216	75	84	179
Potri.007G008800.0	338	491	210	178	283
Potri.007G008900.0	0	0	0	0	0
Potri.007G009000.0	0	0	0	0	0
Potri.007G009100.0	314	321	214	117	260
Potri.007G009200.0	176	291	93	73	163
Potri.007G009300.0	0	0	0	0	0
Potri.007G009400.0	0	0	0	0	0
Potri.007G009500.0	20	13	5	7	13
Potri.007G009600.0	25	24	20	17	35
Potri.007G009700.0	233	319	186	115	251
Potri.007G009800.0	181	178	120	81	181
Potri.007G009900.0	2	0	1	1	0
Potri.007G010000.0	32	79	26	17	56
Potri.007G010100.0	0	1	0	0	0
Potri.007G010200.0	0	0	0	0	0
Potri.007G010300.0	61	87	37	24	59
Potri.007G010400.0	47	62	40	25	56
Potri.007G010500.0	3	4	2	2	8
Potri.007G010600.0	56	87	61	35	98
Potri.007G010700.0	234	328	199	128	277
Potri.007G010800.0	85	120	110	63	180
Potri.007G010900.0	15	30	23	21	29
Potri.007G011000.0	2253	2615	3330	2016	4473
Potri.007G011100.0	108	162	100	56	158
Potri.007G011200.0	150	136	248	125	406
Potri.007G011300.0	17	32	13	11	23
Potri.007G011400.0	501	694	356	282	546
Potri.007G011500.0	186	217	121	110	193
Potri.007G011600.0	2	6	2	1	1
Potri.007G011700.0	137	181	102	49	124
Potri.007G011800.0	88	129	97	56	133
Potri.007G011900.0	115	162	121	91	175
Potri.007G012000.0	31	35	22	20	28
Potri.007G012100.0	0	0	0	0	0
Potri.007G012200.0	187	241	132	92	218
Potri.007G012300.0	3	8	4	2	6
Potri.007G012400.0	1	0	0	0	0
Potri.007G012500.0	24	28	23	13	27
Potri.007G012600.0	267	276	168	147	271
Potri.007G012700.0	38	54	36	29	46
Potri.007G012800.0	3	7	2	1	1
Potri.007G012900.0	103	169	67	56	112
Potri.007G013000.0	51	38	33	22	34
Potri.007G013100.0	18	20	24	11	17
Potri.007G013200.0	0	0	0	0	0
Potri.007G013300.0	82	98	55	22	78
Potri.007G013400.0	622	847	411	345	668
Potri.007G013500.0	17	13	16	8	24
Potri.007G013600.0	38	76	32	13	50
Potri.007G013700.0	0	0	0	0	0
Potri.007G013800.0	5	6	4	3	11
Potri.007G013900.0	559	686	437	301	576
Potri.007G014000.0	8	18	8	3	14
Potri.007G014100.0	102	107	76	65	121
Potri.007G014200.0	567	581	449	277	819
Potri.007G014300.0	125	133	56	27	71
Potri.007G014400.0	721	1062	734	491	1070
Potri.007G014500.0	0	0	0	0	0
Potri.007G014600.0	401	534	286	225	424
Potri.007G014700.0	263	391	266	163	345
Potri.007G014800.0	790	1256	689	410	815
Potri.007G014900.0	0	0	0	0	0
Potri.007G015000.0	0	0	0	0	0
Potri.007G015100.0	13	12	4	5	14
Potri.007G015200.0	11	39	23	17	34
Potri.007G015300.0	158	208	128	67	164
Potri.007G015400.0	229	285	165	98	245
Potri.007G015500.0	0	2	1	0	2
Potri.007G015600.0	55	37	25	20	44
Potri.007G015700.0	44	85	39	36	70
Potri.007G015800.0	246	364	222	132	288
Potri.007G015900.0	59	103	84	42	115
Potri.007G016000.0	251	353	259	138	353
Potri.007G016100.0	201	306	225	130	278
Potri.007G016200.0	121	155	79	58	148
Potri.007G016300.0	45	72	39	25	57
Potri.007G016400.0	27346	35008	18995	12294	26267
Potri.007G016500.0	0	0	0	0	0
Potri.007G016600.0	87	89	53	43	84
Potri.007G016700.0	21	21	1	0	6
Potri.007G016800.0	76	155	117	73	157
Potri.007G016900.0	60	73	45	24	81
Potri.007G017000.0	90	103	97	48	107
Potri.007G017100.0	425	530	363	213	585
Potri.007G017200.0	47	50	27	15	54
Potri.007G017300.0	181	175	94	70	162
Potri.007G017400.0	1	2	0	0	2
Potri.007G017500.0	11	11	17	21	65
Potri.007G017600.0	551	578	380	192	446
Potri.007G017700.0	0	0	0	0	0
Potri.007G017800.0	0	0	0	0	1
Potri.007G017900.0	235	307	142	124	205
Potri.007G018000.0	40	37	6	8	25
Potri.007G018100.0	415	538	387	370	588
Potri.007G018200.0	1	3	3	5	2
Potri.007G018300.0	62	63	41	31	74
Potri.007G018400.0	33	42	9	5	7
Potri.007G018500.0	50	45	30	16	41
Potri.007G018600.0	41	55	29	19	44
Potri.007G018700.0	217	199	110	69	144
Potri.007G018800.0	7	8	4	3	9
Potri.007G018900.0	7	11	9	2	3
Potri.007G019000.0	5	10	5	2	12
Potri.007G019100.0	36	37	11	17	25
Potri.007G019200.0	0	0	0	0	0
Potri.007G019300.0	1	4	4	5	13
Potri.007G019400.0	174	254	135	86	215
Potri.007G019500.0	334	386	247	180	338
Potri.007G019600.0	2	1	5	0	11
Potri.007G019700.0	11	12	3	3	11
Potri.007G019800.0	24	36	16	7	29
Potri.007G019900.0	67	41	29	14	54
Potri.007G020000.0	15	20	16	9	25
Potri.007G020100.0	62	68	34	28	53
Potri.007G020200.0	0	0	0	0	0
Potri.007G020300.0	1	0	0	0	0
