ID	3.1-4.2_2.76.1	3.1-4.2_2.76.2	3.1-4.2_2.76.3	3.1-4.2_2.05.1	3.1-4.2_2.05.2	3.1-4.2_2.05.3	2.42.1_MERGED	2.42.2_MERGED	2.42.3_MERGED	2.24.4_MERGED	2.24.5_MERGED	2.24.6_MERGED	3.1-4.2_2.14.1	3.1-4.2_2.14.2	3.1-4.2_2.14.3	2.29.4_MERGED	3.2-4.1_2.28.1	3.2-4.1_2.32.1	3.2-4.1_2.30.1	3.2-4.1_2.33.1	3.2-4.1_2.31.1	2.27.4_MERGED	2.27.5_MERGED	2.27.6_MERGED	3.1-4.2_2.03.1	3.1-4.2_2.03.2	3.1-4.2_2.03.3	2.16.1_MERGED	2.16.2_MERGED	2.16.3_MERGED	2.45.1_MERGED	2.45.2_MERGED	2.45.3_MERGED	2.46.1_MERGED	2.46.2_MERGED	2.46.3_MERGED	2.41.1_MERGED	2.41.2_MERGED	2.41.3_MERGED	2.48.4_MERGED	2.48.5_MERGED	2.48.6_MERGED
827	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	94	0	2	8	0	0	2	9	6	5	3	13	21
828	0	0	0	1	87	24	0	1	2	10	13	6	0	23	13	0	11	1	0	0	1	3	3	4	39	21	53	305	4	8	104	79	162	35	23	26	437	258	729	97	161	581
829	0	0	0	0	1	1	0	0	0	5	5	3	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	2	4	0	1	4	0	1	0	0	1	0	0	0	1
830	2	1	3	0	1	0	0	0	0	2	2	2	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	30	13	6	6	1	0	1	0	1	0	1	1
831	1	0	0	0	0	1	3	2	0	2	0	6	1	4	3	1	1	0	0	0	0	1	1	0	27	23	19	9	15	18	29	21	15	8	4	8	39	52	30	19	46	83
832	2	1	6	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	35	0	4	12	4	7	10	2	0	0	1	0	0	0
833	0	0	1	0	1	2	1	0	0	3	10	11	0	0	0	16	20	0	0	0	0	8	13	4	14	21	38	1	4	9	10	11	7	4	1	3	0	1	0	0	1	1
834	3	3	3	0	8	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	4	1	2	5	5	2	2	5	1	0	1	0	0	1	0
835	10	5	7	2	36	48	2	3	1	5	10	7	4	15	3	0	1	1	0	0	0	5	4	7	30	23	26	14	21	20	117	96	64	26	29	18	10	2	7	0	8	8
836	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	4	0	1	0	0	0	0	0	0	17	8	10
837	3	0	7	0	3	7	0	0	0	8	7	11	1	0	0	1	0	0	1	0	0	1	0	0	2	4	3	1	1	3	5	4	10	1	1	1	0	1	0	1	0	0
838	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	7	2	8	3	2	0	0	2	0	1	0	0	0	2
839	0	1	1	3	3	2	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	57	14	24	33	69	21	57	0	0	0	1	2	0
840	25	11	9	0	20	15	6	5	4	14	13	13	1	8	7	1	2	0	0	0	0	4	1	4	17	23	17	51	48	41	71	70	42	60	41	32	35	49	28	5	42	52
841	0	0	0	0	1	3	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	2	2	2	0	2	29	8	14	2	2	2	0	0	1	0	0	1
842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	7	14	2	1	0	0	0	0	0	0	0
843	12	4	9	0	9	8	0	1	0	3	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	4	6	6	2	3	1	0	0	1	0	0	0	1
844	0	0	0	0	0	0	0	0	0	2	0	2	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	13	9	32	0	0	0	0	0	0	0	0	0
845	3	4	1	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	7	13	6	70	56	40	0	0	1	0	0	0
846	2	1	1	0	7	9	0	0	0	7	8	10	2	3	1	2	0	0	0	0	0	1	0	0	3	4	2	2	4	3	4	0	3	2	2	1	1	0	0	0	2	2
847	0	0	0	0	14	13	0	0	0	15	4	7	0	1	0	0	0	0	0	0	0	3	0	0	2	2	3	1	2	2	6	3	3	2	0	2	1	1	0	0	0	1
848	1	1	2	0	19	20	0	1	0	2	1	2	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	14	19	19	28	36	30	13	19	16	6	5	3	0	5	4
849	25	14	15	0	16	33	0	0	2	2	3	3	0	3	2	0	0	0	0	0	0	0	1	0	1	2	2	3	1	0	6	3	4	2	0	0	1	2	0	0	0	0
850	74	47	52	0	0	5	0	0	0	3	3	6	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0
851	2	0	1	0	3	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	2	0	1	0	5	2	3	2	5	5	13	15	7	0	1	0	1	1	0
852	0	0	0	0	0	0	0	0	0	4	14	6	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
853	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	33	95	15	1	32	0	7	3	0	0	0	0	0	0
854	0	0	3	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	13	11	76	69	37	0	0	1	0	0	0
855	11	8	6	0	1	4	0	1	0	9	12	15	0	1	0	0	0	0	0	0	0	3	2	1	0	0	2	17	10	12	4	7	13	5	3	4	1	0	0	0	2	1
856	0	2	1	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	7	9	1	38	32	33	0	0	0	0	0	1
857	2	4	2	0	3	2	2	2	1	2	0	1	0	1	1	0	0	0	0	0	0	1	2	1	1	1	2	5	6	5	5	3	2	1	1	2	1	6	1	1	2	9
858	5	3	1	0	3	2	0	1	0	3	1	5	0	4	2	1	0	0	0	0	0	1	0	1	6	3	5	9	12	14	322	164	93	23	28	25	2	5	0	0	2	2
859	1	1	0	7	4	7	1	1	1	6	3	3	0	1	3	0	2	1	0	0	1	0	0	1	5	4	15	512	410	292	93	160	245	69	182	81	1	6	3	4	13	14
860	1	1	0	1	2	0	0	0	0	0	0	0	360	1238	484	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	9	5	1	0	0	0	0	0	0	0	0	0
861	0	0	0	1	2	3	1	3	1	1	2	1	2	2	1	2	0	0	0	0	0	0	0	0	1	2	1	25	6	21	46	33	42	39	31	32	1	1	3	0	0	21
862	123	93	104	2	96	108	5	8	4	67	37	63	5	19	11	1	4	2	2	0	1	16	3	15	26	18	17	174	140	120	182	194	129	136	119	92	60	90	48	15	58	96
863	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	5	8	8	1	0	0	0	2	0
864	0	0	0	0	0	1	0	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	7	8	4	45	42	20	5	8	3	5	2	1	1	0	5
865	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	32	15	12	0	1	0	0	0	2	1	2	3
866	5	2	5	0	4	2	0	1	0	4	2	4	0	1	6	0	0	0	0	0	0	0	0	0	2	2	2	10	15	16	39	28	20	5	1	3	53	84	44	4	12	31
867	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	7	2	32	41	51	20	15	13	0	0	1	0	0	0
868	0	1	0	0	3	8	0	0	0	1	0	2	6	16	17	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	10	7	7	6	3	4	0	0	1	0	0	0
869	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	39	3	119	1	7	0
870	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	2	2	4	2	5	5	5	7	5	3	0	0	0	0	0	1
871	0	1	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	4	2	5	2	2	2	6	4	0	4	1	0	1	5	2	2	12	11
872	0	1	1	0	17	11	0	0	2	12	11	13	0	2	0	1	0	0	0	0	0	0	0	0	11	8	10	0	4	7	14	4	12	2	1	3	0	1	0	0	2	1
873	5	7	12	0	4	8	0	0	0	2	1	4	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	1	0	2	0	2	0	0	0	1
874	2	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	27	11	0	1	1	9	8	2	9	11	10	4	5	5	3	6	0	1	0	1
875	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	2	3	1	1	28	13	4	7	3	0	0	1	0	0	0	0
876	0	0	0	0	0	0	0	0	0	2	0	0	31	69	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	0	0	2	0	0	0	0	0	1
877	2	2	1	2	5	4	1	4	3	1	3	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16	11	5	22	28	18	28	32	29	1	1	4	0	1	3
878	1	1	3	0	11	7	1	0	0	2	7	6	0	2	0	0	2	0	0	0	0	0	4	0	0	0	2	2	5	5	5	4	1	18	12	11	1	0	0	0	0	1
879	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	48	38	37	2	1	4	3	1	1	0	0	0	0	0	0
880	2	0	3	3	8	10	12	32	21	0	2	10	1	30	15	1	11	0	3	0	2	86	49	65	32	19	32	1580	1370	1243	2134	2461	1706	6974	6378	4727	169	25	27	5	8	39
881	0	0	1	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	5	5	1	1	3	0	1	95	166	99	5	30	63
882	0	3	2	0	66	89	1	1	6	7	2	10	1	3	0	0	0	0	0	0	0	1	1	2	56	36	45	15	14	12	104	75	63	10	14	18	11	11	6	1	3	9
883	1	0	0	0	1	0	0	0	0	30	17	30	0	2	1	0	1	0	0	0	1	0	0	0	1	1	1	8	10	16	10	8	6	2	7	1	1	0	1	0	0	1
884	0	0	1	0	0	1	2	2	1	1	1	0	0	0	1	0	1	0	0	0	0	5	1	0	0	1	2	1	6	7	2	15	7	3	0	0	6	3	3	0	1	1
885	2	5	3	0	68	60	0	1	2	22	9	12	1	2	3	0	0	1	0	0	0	3	2	1	67	53	78	26	36	30	135	104	86	24	25	22	21	13	11	1	12	9
886	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	97	47	87	36	8	17	0	0	0	0	0	0
887	2	0	4	0	4	7	0	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	5	2	5	4	2	21	16	15	7	5	4	0	1	0	0	1	0
888	0	0	0	4	8	1	1	6	3	1	0	1	10	4	10	0	1	0	0	0	0	1	1	0	1	4	9	55	60	148	28	11	12	114	2	3	1	1	2	2	1	1
889	1	0	2	0	0	1	1	0	0	0	0	3	1	2	2	0	0	0	0	0	0	1	1	0	1	1	1	7	18	11	25	32	41	6	4	5	12	21	18	8	19	24
890	0	0	0	0	6	1	1	1	0	12	6	6	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	12	7	32	27	19	0	0	1	3	36	1	2	3	6
891	3	0	1	0	4	2	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	4	6	13	19	12	117	82	62	1	1	0	0	2	0
892	2	0	0	0	2	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	3	5	1	9	8	3	1	0	0	2	1	0
893	1	0	0	0	1	0	0	0	0	0	0	1	1	3	2	0	0	0	0	0	0	1	1	0	0	0	1	1	3	74	1	1	3	0	0	3	23	17	17	7	10	21
894	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	4	1	1	3	5	10	0	0	3	1	0	1	0	2	1
895	0	3	1	0	1	3	0	0	0	2	3	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	5	10	6	8	9	9	5	1	4	3	5	4	12	58	60
896	20	10	18	0	308	182	0	0	0	4	9	7	0	0	0	0	0	1	0	0	0	3	0	3	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	2	0
897	5	4	6	0	6	6	1	0	0	1	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	2	10	3	5	1	0	0	1	0	0	0
898	6	0	4	0	3	2	3	2	1	8	2	4	0	3	3	0	0	0	0	0	0	0	1	2	40	30	31	6	11	16	34	27	16	12	10	6	20	15	9	1	16	27
899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	27	17	0	0	0	0	0	0	0	0	0
900	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	4	5	5	6	7	3	4	0	0	0	0	0	0
901	12	4	9	0	14	3	0	0	0	1	5	3	0	1	1	0	0	0	0	0	8	1	4	3	1	0	1	5	8	1	5	11	6	11	5	3	1	0	1	2	1	1
902	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	0	2	2	1	0	2	0	0	1	2	0	90	292	74
903	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	11	25	23	5	16	19	10	0	2	0	0	0	0
904	4	1	2	0	11	12	0	1	0	6	1	7	6	13	5	0	0	0	0	0	0	2	1	0	3	2	6	10	24	15	21	11	7	3	5	2	9	7	13	3	62	72
905	199	90	125	0	11	7	0	0	0	105	100	125	0	0	0	0	0	0	0	0	0	32	20	27	2	0	2	0	0	0	6	5	6	3	3	1	0	0	1	1	1	1
906	1	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	99	2	3	1	1	0	1	1	0	0	1	214	1018	46	2	14	6	4	27	8	0	5	2	0	1	17
907	1	1	0	0	6	4	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	2	4	13	6	3	1	0	3	1	1	1	0	1	2
908	4	0	0	0	44	69	0	1	0	12	7	7	0	1	2	0	0	0	1	0	0	0	1	1	5	8	4	7	13	10	9	5	15	5	2	6	0	5	3	1	7	15
909	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	8	0	33	22	19	27	0	0	0	0	0	0
910	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	6	6	37	32	15	1	0	0	0	0	0
911	27	15	29	0	22	20	0	0	1	21	13	22	3	1	0	0	0	1	0	0	0	7	2	2	2	2	2	8	16	13	12	13	17	29	15	15	1	3	1	1	3	4
912	0	0	0	0	5	6	0	2	2	2	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	5	2	3	6	5	9	1	3	1	1	1	1	1	0	1
913	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	7	10	9	13	4	18	0	1	0	0	0	1
914	3	2	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	7	7	2	1	5	1	0	1	0	1	0	0	0	0
915	6	0	4	0	0	1	0	0	0	6	11	27	0	0	0	0	0	0	0	0	0	0	2	5	2	0	0	2	3	2	4	4	3	1	1	0	0	0	0	0	0	0
916	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	6	1	6	7	5	6	8	2	3	0	0	0	0	0	1
917	0	0	0	0	0	0	0	0	0	12	10	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	81	0	1	0	1	1	0	0	2	0	2	0	0	0
918	2	1	2	0	0	1	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	1	4	6	2	9	7	1	1	1	2	1	2	0
919	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	4	13	11	6	8	4	3	1	0	0	0	1	1
920	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	1	0	1	99	23	0	2	0	0	0	0	0	0	0	0
921	10	5	10	1	115	104	1	8	2	30	8	29	11	13	4	1	0	1	0	0	0	5	1	1	152	112	157	86	95	91	410	278	205	112	97	80	26	24	20	5	39	34
922	11	4	9	0	0	13	0	0	0	3	2	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	8	241	0	0	5	0	0	0	0	0	0
923	10	3	7	0	1	3	0	0	0	10	2	5	2	0	1	0	0	0	0	0	0	0	0	2	0	1	1	11	17	11	14	9	7	8	10	9	1	3	2	1	0	3
924	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	82	119	8	1	0	1	0	11	0	0	0	0	0	0
925	3	2	2	0	6	4	1	3	1	9	2	2	0	1	1	0	0	0	0	0	0	1	0	0	6	4	4	10	5	3	24	14	16	5	7	4	5	9	3	3	3	4
926	1	3	3	3	49	59	1	2	2	13	5	18	0	3	1	0	0	2	0	0	0	5	6	2	50	31	34	21	12	15	111	69	38	13	11	15	11	15	8	1	9	6
927	0	0	0	0	1	4	0	0	1	4	7	4	1	1	1	0	1	0	0	0	0	0	0	0	12	6	21	4	3	0	19	16	19	4	7	4	2	0	1	0	2	2
928	1	1	2	0	0	0	0	0	0	34	3	57	0	1	5	1	4	3	0	6	1	0	2	0	2	3	3	33	250	347	14	2	17	11	9	9	0	1	0	0	2	0
929	2	0	2	0	2	1	0	0	0	3	2	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	2	9	5	6	4	7	3	1	2	0	4	2	0	1	0
930	22	17	29	0	24	19	2	18	5	13	9	21	6	21	12	2	2	3	2	4	1	27	9	24	12	7	26	141	171	146	86	93	99	68	72	58	77	84	63	19	68	90
931	4	6	6	0	3	2	0	0	0	2	1	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	7	4	5	23	11	16	19	21	11	0	3	0	1	0	0
932	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	9	42	1	3	15	6	0	0	0	0	1	0
933	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	250	647	116	28	36	44
934	1	1	1	0	0	1	0	0	1	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	8	7	17	11	10	8	25	17	22	0	1	2	0	2	2
935	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	9	5	8	0	0	0	0	0	0
936	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	39	25	30	0	0	0	1	19	2
937	0	2	0	2	6	3	0	0	0	2	0	1	0	0	2	0	2	0	2	1	0	23	20	15	2	0	4	6	13	14	5	7	34	2	2	1	1	0	0	0	1	1
938	0	1	0	0	0	3	0	0	0	7	1	2	3	10	2	0	0	0	0	0	0	0	0	0	1	1	2	1	2	1	6	6	10	1	1	0	5	2	0	0	1	0
939	2	0	1	0	26	26	0	0	0	15	9	14	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	4	6	8	2	7	2	4	1	2	0	0	0	0
940	0	0	0	4	8	1	0	0	0	0	1	1	13	16	0	0	2	1	6	0	0	0	0	0	0	0	0	144	2	2	0	1	2	1	1	2	0	1	0	0	0	1
941	1	0	0	0	2	1	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	3	3	2	10	4	9	3	1	2	1	0	0	0	0	0
942	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	76	101	43	2	2	1	0	0	0	0	0	0	0	0	0
943	4	0	6	0	2	1	0	4	1	6	5	3	1	2	3	0	0	0	0	0	0	2	0	0	0	0	0	6	4	6	9	19	19	2	4	3	3	4	1	0	3	6
944	0	0	1	0	1	0	0	2	1	4	0	13	1	1	2	0	0	0	0	0	0	2	2	2	1	0	0	109	83	66	691	851	791	7295	6788	4411	40	4	4	0	2	1
945	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	76	4	67	76	14	0	1	10	0	2	0	0	0	0
946	1	0	2	2	3	6	0	4	1	2	0	1	11	4	6	0	0	0	0	0	0	0	2	2	4	0	0	8	9	71	471	309	373	292	267	223	3	2	3	0	0	2
947	1	2	4	1	2	1	0	3	0	2	1	5	2	2	5	0	0	0	0	0	0	3	1	3	4	17	11	12	21	6	16	18	14	14	11	6	7	10	5	117	310	287
948	1	1	0	0	2	2	0	1	0	3	2	3	1	3	1	5	1	0	0	0	0	1	0	1	3	0	3	41	33	39	65	50	53	70	74	57	0	1	6	0	2	1
949	1	0	1	1	1	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	3	3	3	5	5	4	11	14	6	6	10	9	1	1	2	3	2	2
950	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	14	0	0	0	0	8	0	0	52	35	62	187	526	180	109	192	115	260	283	193	5	1	3	0	0	1
951	2	1	0	1	4	1	0	2	0	6	1	2	1	1	1	0	0	0	0	0	1	1	1	2	1	2	1	6	12	4	2	2	13	5	7	1	1	1	1	0	1	1
952	3928	2178	3338	0	24	25	1	0	0	648	432	704	1	1	2	0	0	2	0	1	0	179	93	130	26	17	43	6	3	8	44	29	32	0	0	2	1	0	0	1	1	3
953	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	7	2	2	0	1	1	6	6	5	0	1	0	0	1	1
954	3	1	2	0	3	1	0	3	1	2	2	4	0	4	2	1	0	0	0	0	0	3	0	0	2	0	1	4	15	2	6	9	15	5	7	3	6	8	3	2	5	6
955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	43	17	1	59	74	25	13	9	12	0	10	0	0	0	1
956	0	0	0	0	1	3	0	0	0	0	0	1	18	17	20	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	1	0	0	1	0	1	0	0	0	3	1
957	1	2	2	0	2	3	0	0	0	7	6	4	0	1	1	1	2	0	0	0	1	1	2	1	4	5	4	6	7	4	12	15	3	5	0	3	1	3	2	5	6	4
958	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	5	7	6	4	6	1	0	0	0	0	1	2
959	0	0	0	0	0	1	0	0	0	4	5	10	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	18	0	0	0	0	0	0	1
960	30	9	23	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	44	0	4	3	6	0	0	0	0	1	0	0	0	0
961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	2	1	21	27	39
962	0	0	0	0	0	0	1	0	1	4	0	11	0	1	1	0	1	0	0	0	0	0	0	0	31	49	108	72	139	103	34	9	15	22	28	29	0	0	0	0	0	0
963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	2	9	0	0	1	6	5	1	0	4	7
964	0	1	0	0	0	0	0	1	1	9	38	23	1	3	13	0	0	0	0	0	0	0	0	0	0	1	4	577	1245	711	6	29	5	0	2	0	0	7	1	0	0	1
965	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	2	63	1	5	2	10	1	5	1	0	1	0	0	0	0
966	11	3	6	6	1196	1529	1	4	6	208	133	216	6	33	31	19	18	3	2	1	0	81	42	74	102	73	83	84	129	139	155	132	108	41	56	51	73	117	73	28	158	403
967	0	0	1	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	8	3	0	2	2	1	0	0	0	0	7	11
968	13	7	13	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	12	7	10	0	1	1	0	1	0	0	0	0
969	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	1	5	5	3	9	10	5	20	15	12	2	0	0	0	0	1
970	1	0	0	0	0	0	1	0	0	21	3	22	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4	85	20	24	10	16	19	27	0	0	0	0	0	0
971	0	0	0	2	47	61	0	0	0	10	1	1	1	5	34	1	0	0	0	0	2	41	53	42	1	0	0	56	184	32	36	16	16	2	1	0	0	0	0	0	2	1
972	15	5	16	0	11	9	2	2	2	29	8	21	7	11	7	0	1	0	0	0	0	1	3	1	12	9	13	48	43	46	265	188	154	91	78	65	12	8	9	1	10	5
973	3	3	4	0	6	7	0	0	1	1	3	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0
974	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	17	3	0	1	0	0	0	2	0	0	7	5
975	5	2	1	0	3	2	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	4	1	0	2	0	1	4	6	0	15	17	15	17	7	5	2	1	2	0	3	5
976	0	0	0	0	2	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	8	4	4	2	1	0	10	15	7	4	0	0	0	1	2	0	0	2
977	0	0	1	0	12	7	0	0	0	5	5	3	46	58	52	1	0	0	0	0	0	6	2	5	0	0	1	6	8	2	27	12	20	5	6	6	1	1	0	0	0	3
978	2	1	3	0	2	5	2	3	1	5	2	4	0	2	1	0	0	0	0	0	0	0	0	1	6	10	6	8	11	14	25	21	27	27	14	16	6	3	4	2	3	5
979	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	3	12	0	0	0	0	0	0	0	0	0
980	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	2	1	0	1	3	0	5	33	5	0	0	0	0	0	0
981	3	0	3	1	3	7	3	9	6	19	10	12	1	4	8	0	1	0	0	0	0	0	0	0	4	1	1	20	20	11	34	26	36	8	7	5	10	8	3	0	9	18
982	1	0	0	0	0	0	2	5	3	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	5	5	5	0	2	0	1	0	0	1	0	0
